DECADE,IMPORTANCE,TEAM LIST,DESCRIPTION,YEAR,TYPE,STATUS,TYPOLOGY_01,REM?,TEAM_01,TEAM_02,TEAM_03,TEAM_04,TEAM_05,TEAM_06,TEAM_07,TEAM_08,TEAM_09,TEAM_10,TEAM_11,TEAM_12,TEAM_13,TEAM_14,TEAM_15,TEAM_16,TEAM_17,TEAM_18,TEAM_19,TEAM_20,TEAM_21,TEAM_22,TEAM_23,TEAM_24,TEAM_25,TEAM_26,TEAM_27,TEAM_28,TEAM_29,TEAM_30,TEAM_31,TEAM_32,TEAM_33,TEAM_34,TEAM_35,TEAM_36,TEAM_37,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,BRANCH KEY,KEY LIST,KEY TOTAL
1990s,0.0,"['Floris Alkemade', 'Mathias Bauer', 'Frans Blok', 'Gro Bonesmo', 'Emanuelle Champalle', 'Minsuk Cho', 'Hans Cool', 'Christophe Cornubert', 'Vincent Coste', 'Otto Driesden', 'Chris van Duijn', 'Sarah Dun', 'Anthony Fontenot', 'Bill Gaskins', 'Wilfried Hackenbroich', 'Machteld Hendricks', 'Reiner Hermes', 'Matthias Hollwich', 'Andreas Huhn', 'Alex Karcher', 'Anna Kling', 'Niko Knebel', 'Christine Machynia', 'Jose Molmans', 'Sophie Morgense', 'Simone Nagel', 'Oleg Nikolaevski', 'Philip Oswalt', 'Joshua Prince-Ramus', 'Rinske van Ramshorst', 'Ole Scheeren', 'Sandra Schneider-Marfels', 'Charlotte Senly', 'Dan Wood', 'Olga Aleksakova', 'Eliot Bu', 'Xavier Calder\xc3\xb3n', 'Robert Choeff', 'Bert Karel Deuten', 'Keith Donnelley', 'Robert Donnelly', 'Chris van Duijn', 'Chris van Duijn', 'Sarah Dun', 'Mark Eacott', 'Piet Eckert', 'Erez Ella', 'Keren Engelman', 'Rogier van Est', 'Anne Filson', 'Adrianne Fisher', 'Adrianne Fisher', 'Bruce Fisher', 'Pedro Costa Gama', 'Mark Guinand', 'Wilfried Hackenbroich', 'Reinier Hermes', 'Matthias Hollwich', 'Jens Holm', 'Andreas Huhn', 'Anna Jacinto', 'Kohei Kashimoto', 'Anna Kling', 'Antti Lassila', 'Anna Little', 'Ellen van Loon', 'Rob de Maat', 'Beth Margulis', 'Mark McVay', 'Oliver Michell', 'Christian M\xc3\xbcller', 'Shawn Mulligan', 'Oleg Nikolaevski', 'Daan Ooievaar', 'Ala Pratt', 'Bill Price', 'Bill Price', 'Joshua Prince-Ramus', 'Joshua Prince-Ramus', 'Markus Randler', 'Gerald Rogers', 'Fernando Romero', 'Erik Schotte', 'Florian Seidel', 'Shohei Shigematsu', 'Ann Shih', 'Peer Sievers', 'Isabel da Silva', 'Isabel da Silva', 'Galia Solomonoff', 'Ilkka Tarkkanen', 'Lucien Tinga', 'Olivier Touraine', 'Jan Vermeulen', 'Leonard Weil', 'Bernard Wolff', 'Dan Wood', 'Marco Zurn']",Universal Headquarters,1996,Project,Commissioned Study,Office,True,Floris Alkemade,Mathias Bauer,Frans Blok,Gro Bonesmo,Emanuelle Champalle,Minsuk Cho,Hans Cool,Christophe Cornubert,Vincent Coste,Otto Driesden,Chris van Duijn,Sarah Dun,Anthony Fontenot,Bill Gaskins,Wilfried Hackenbroich,Machteld Hendricks,Reiner Hermes,Matthias Hollwich,Andreas Huhn,Alex Karcher,Anna Kling,Niko Knebel,Christine Machynia,Jose Molmans,Sophie Morgense,Simone Nagel,Oleg Nikolaevski,Philip Oswalt,Joshua Prince-Ramus,Rinske van Ramshorst,Ole Scheeren,Sandra Schneider-Marfels,Charlotte Senly,Dan Wood,Olga Aleksakova,Eliot Bu,Xavier Calderón,Robert Choeff,Bert Karel Deuten,Keith Donnelley,Robert Donnelly,Chris van Duijn,Chris van Duijn,Sarah Dun,Mark Eacott,Piet Eckert,Erez Ella,Keren Engelman,Rogier van Est,Anne Filson,Adrianne Fisher,Adrianne Fisher,Bruce Fisher,Pedro Costa Gama,Mark Guinand,Wilfried Hackenbroich,Reinier Hermes,Matthias Hollwich,Jens Holm,Andreas Huhn,Anna Jacinto,Kohei Kashimoto,Anna Kling,Antti Lassila,Anna Little,Ellen van Loon,Rob de Maat,Beth Margulis,Mark McVay,Oliver Michell,Christian Müller,Shawn Mulligan,Oleg Nikolaevski,Daan Ooievaar,Ala Pratt,Bill Price,Bill Price,Joshua Prince-Ramus,Joshua Prince-Ramus,Markus Randler,Gerald Rogers,Fernando Romero,Erik Schotte,Florian Seidel,Shohei Shigematsu,Ann Shih,Peer Sievers,Isabel da Silva,Isabel da Silva,Galia Solomonoff,Ilkka Tarkkanen,Lucien Tinga,Olivier Touraine,Jan Vermeulen,Leonard Weil,Bernard Wolff,Dan Wood,Marco Zurn,Floris Alkemade,Projects-08,19
1990s,0.0,"['Floris Alkemade', 'Stephanie Bender', 'Frans Blok', 'Xavier Calder\xc3\xb3n', 'Grace SukChing Cheung', 'Donald van Dansik', 'Claudia Dias', 'Chris van Duijn', 'Tobias Fehr', 'Udo Garritzmann', 'Verena Haydin', 'Reiner Hermes', 'Young-Joon Kim', 'Andrea Marlia', 'Philip Oswalt', ""Jaakko van't Spijker"", 'Dong Ky Than', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Hanoi New Town Masterplan,1997,Project,Commissioned Study,Masterplan,True,Floris Alkemade,Stephanie Bender,Frans Blok,Xavier Calderón,Grace SukChing Cheung,Donald van Dansik,Claudia Dias,Chris van Duijn,Tobias Fehr,Udo Garritzmann,Verena Haydin,Reiner Hermes,Young-Joon Kim,Andrea Marlia,Philip Oswalt,Jaakko van't Spijker,Dong Ky Than,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
1990s,0.0,"['Floris Alkemade', 'Gary Bates', 'Reinier de Graaf', 'Mark McVeigh', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Mercedes Office Village,1997,Project,Commissioned Study,Masterplan,True,Floris Alkemade,Gary Bates,Reinier de Graaf,Mark McVeigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
1990s,0.333333333333,"['Floris Alkemade', 'Gary Bates', 'Donald van Dansik', 'Richard Eelman', 'Christos Marcopoulos', 'Sanna Schuiling', 'Isabel da Silva', 'Julien De Smedt', 'Adam Smit', ""Jaakko van't Spijker"", nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Papendorp,1997,Project,Completed,Masterplan,True,Floris Alkemade,Gary Bates,Donald van Dansik,Richard Eelman,Christos Marcopoulos,Sanna Schuiling,Isabel da Silva,Julien De Smedt,Adam Smit,Jaakko van't Spijker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
1990s,0.0,"['Floris Alkemade', 'Donald van Dansik', 'Adrianne Fisher', 'Maria Martinez Jamart', 'Oleg Nikolaevski', 'Fernando Romero', 'Adam Smit', 'Galia Solomonoff', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",El Baijo,1998,Project,Competition,Masterplan,True,Floris Alkemade,Donald van Dansik,Adrianne Fisher,Maria Martinez Jamart,Oleg Nikolaevski,Fernando Romero,Adam Smit,Galia Solomonoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
1990s,0.0,"['Floris Alkemade', 'Gary Bates', 'Eliot Bu', 'Minsuk Cho', 'Donald van Dansik', 'Bert Karel Deuten', 'Richard Eelman', 'Adrianne Fisher', 'Adam Kurdahl', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Inchon Song–Do New Town,1998,Project,Commissioned Study,Masterplan,True,Floris Alkemade,Gary Bates,Eliot Bu,Minsuk Cho,Donald van Dansik,Bert Karel Deuten,Richard Eelman,Adrianne Fisher,Adam Kurdahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
2000s,0.0,"['Floris Alkemade', 'Stefan Bendiks', 'Catarina Canas', 'Bart Cardinaal', 'Claudia Dische', 'Reinier de Graaf', 'Alex de Jong', 'Jan Knikker', 'Carolien Ligtenberg', 'Matthieu Puyaubreau', 'Orri Steinarsson', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Prins Clausplein,2001,Project,Commissioned Study,Masterplan,True,Floris Alkemade,Stefan Bendiks,Catarina Canas,Bart Cardinaal,Claudia Dische,Reinier de Graaf,Alex de Jong,Jan Knikker,Carolien Ligtenberg,Matthieu Puyaubreau,Orri Steinarsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
2000s,0.0,"['Floris Alkemade', 'Catarina Canas', 'Brandon Cook', 'Govert Gerritsen', 'Sarah Gibson', 'Jens Holm', 'Anja Kalusche', 'Roberto Otero', 'Will Prince', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Union Station,2001,Project,Competition,Masterplan,True,Floris Alkemade,Catarina Canas,Brandon Cook,Govert Gerritsen,Sarah Gibson,Jens Holm,Anja Kalusche,Roberto Otero,Will Prince,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
2000s,0.0,"['Markus Dettling', 'Beth Hughes', 'Floris Alkemade', 'Filipe Balestra', 'Thibaut Barrault', 'Joshua Beck', 'Cl\xc3\xa9ment Blanchet', 'Christian Brimmer', 'Annalisa Castorri', 'Claire Destrebecq', 'Frank Eittorf', 'Benedicte Erritzoe', 'Nicolas Firket', 'Adam Frampton', 'Stamatis Giannikis', 'Andrew Griffin', 'Joyce Hsiang', 'Pieter Janssens', 'Pascal Lestringant', 'Joana Da Rocha S\xc3\xa1 Lima', 'Anna Little', 'Mee Michelle Liu', 'Jason Long', 'Rob de Maat', 'Ben Milbourne', 'Anne Moerman', 'David Eugin Moon', 'Matthew Logan Murphy', 'Charles Peronin', 'Stefanie Rack', 'Alexander Reichert', 'Richard Sharam', 'Shohei Shigematsu', 'Jin Song', 'Leo Stevens', 'Christin Svensson', 'Felix T\xc3\xb6nis', 'Laurent Troost', 'Boris Vapne', 'Minoru Watanabe', 'Claudia Wolsfeld', 'Camia Young', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",White City,2004,Project,Competition,Masterplan,True,Markus Dettling,Beth Hughes,Floris Alkemade,Filipe Balestra,Thibaut Barrault,Joshua Beck,Clément Blanchet,Christian Brimmer,Annalisa Castorri,Claire Destrebecq,Frank Eittorf,Benedicte Erritzoe,Nicolas Firket,Adam Frampton,Stamatis Giannikis,Andrew Griffin,Joyce Hsiang,Pieter Janssens,Pascal Lestringant,Joana Da Rocha Sá Lima,Anna Little,Mee Michelle Liu,Jason Long,Rob de Maat,Ben Milbourne,Anne Moerman,David Eugin Moon,Matthew Logan Murphy,Charles Peronin,Stefanie Rack,Alexander Reichert,Richard Sharam,Shohei Shigematsu,Jin Song,Leo Stevens,Christin Svensson,Felix Tönis,Laurent Troost,Boris Vapne,Minoru Watanabe,Claudia Wolsfeld,Camia Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
2000s,0.333333333333,"['Floris Alkemade', 'Ademide Adelusi Adeluyi', 'Kunle Adeyemi', 'Pablo Barrera', 'Christian Brimmer', 'Haiko Cornelissen', 'Joao Leal Bravo da Costa', 'Maria Derevencova', 'Beth Hughes', 'Edoardo Lucchini-Gabriolo', 'Ralph van Mameren', 'Felix T\xc3\xb6nis', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Abuja Aist,2006,Project,Competition,Mixed use,True,Floris Alkemade,Ademide Adelusi Adeluyi,Kunle Adeyemi,Pablo Barrera,Christian Brimmer,Haiko Cornelissen,Joao Leal Bravo da Costa,Maria Derevencova,Beth Hughes,Edoardo Lucchini-Gabriolo,Ralph van Mameren,Felix Tönis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
2000s,0.0,"['Floris Alkemade', 'Ralph van Mameren', 'Arman Akdogan', 'Rafael Balestra', 'Mariano Sagasta Garcia', 'Lorenzo Marasso', 'Ana Martins', 'Francesco Marull', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Boompjes 60-68,2006,Project,Commissioned Study,Office,True,Floris Alkemade,Ralph van Mameren,Arman Akdogan,Rafael Balestra,Mariano Sagasta Garcia,Lorenzo Marasso,Ana Martins,Francesco Marull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
2000s,0.0,"['Floris Alkemade', 'Cl\xc3\xa9ment Blanchet', 'Joshua Beck', 'Philippe Braun', 'Karen Crequer', 'Anders Esko-Nielsen', 'Olivia Fontanetti', 'Adam Furman', 'Stamatis Giannikis', 'Kristian Holm', 'Peter Jannssens', 'Daniel Klos', 'Johannes Kohnle', 'Felix Madrazo', 'Daniel Ostrowski', 'Joao Ruivo', 'Karel Wuytack', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Nancy Artem Campus,2006,Project,Competition,Education,True,Floris Alkemade,Clément Blanchet,Joshua Beck,Philippe Braun,Karen Crequer,Anders Esko-Nielsen,Olivia Fontanetti,Adam Furman,Stamatis Giannikis,Kristian Holm,Peter Jannssens,Daniel Klos,Johannes Kohnle,Felix Madrazo,Daniel Ostrowski,Joao Ruivo,Karel Wuytack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floris Alkemade,Projects-08,19
2000s,0.0,"['Amale Andraos', 'Fernando Donis', 'Reinier de Graaf', 'Ellen van Loon', 'Joshua Ramus', 'Saskia Simon', 'Johan De Wachter', 'Dan Wood', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Caltrans District 7 HQ,2001,Project,Competition,Office,True,Amale Andraos,Fernando Donis,Reinier de Graaf,Ellen van Loon,Joshua Ramus,Saskia Simon,Johan De Wachter,Dan Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Donis,Projects-09,18
2000s,0.0,"['Meghan Corwin', 'Toma Damish', 'Claudia Dische', 'Fernando Donis', 'Reinier de Graaf', 'Beatriz Izquierdo', 'Alex de Jong', 'Thorsten Kiefer', 'Cornelia Locke', 'Paz Martin', 'Julien Monfort', 'David Moore', 'Shiro Ogata', 'Roberto Otero', 'Katayoun Parssanedjah', 'Matthieu Puyaubreau', 'Saskia Simon', 'Johan de Wachter', 'Fenna Haakma Wagenaar', 'Sybille W\xc3\xa4lty', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Fondation Pinault,2001,Project,Competition,Museum / Gallery,True,Meghan Corwin,Toma Damish,Claudia Dische,Fernando Donis,Reinier de Graaf,Beatriz Izquierdo,Alex de Jong,Thorsten Kiefer,Cornelia Locke,Paz Martin,Julien Monfort,David Moore,Shiro Ogata,Roberto Otero,Katayoun Parssanedjah,Matthieu Puyaubreau,Saskia Simon,Johan de Wachter,Fenna Haakma Wagenaar,Sybille Wälty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Donis,Projects-09,18
2000s,0.0,"['Catarina Canas', 'Fernando Donis', 'Thorsten Kiefer', 'Roberto Otero', 'Erik Schotte', 'Sybille W\xc3\xa4lty', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Cordoba Congress Centre,2002,Project,Construction,Theatre,True,Catarina Canas,Fernando Donis,Thorsten Kiefer,Roberto Otero,Erik Schotte,Sybille Wälty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Donis,Projects-09,18
2000s,0.0,"['Gabriela Bojalil', 'Fernando Donis', 'Erez Ella', 'Selva Gurdogan', 'Kerem Piker', 'Victoria Stewart', 'Gregers Tang Thomsen', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Guangzhou Opera House,2002,Project,Competition,Theatre,True,Gabriela Bojalil,Fernando Donis,Erez Ella,Selva Gurdogan,Kerem Piker,Victoria Stewart,Gregers Tang Thomsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Donis,Projects-09,18
2000s,0.0,"['Eric Chang', 'Katrin Betschinger', 'Tiago Branco-Sampaio', 'George Bucher', 'Kees van Casteren', 'Dan Cheong', 'Hugo Clara', 'Haiko Cornelissen', 'Fernando Donis', 'Keru Feng', 'Alain Fouraux', 'Selva Gurdogan', 'Michelle Liu', 'Xiaodong Liu', 'Ellen van Loon', 'Jeff Ludlow', 'Miho Mazereeuw', 'Cristina Cassandra Murphy', 'Nuno Rosado', 'Oriol Hostench Ruiz', 'Hiromasa Shirai', 'Sebastian Thomas', 'Gregers Tang Thomsen', 'Boris Vapne', 'Finn Williams', 'Dongmei Yao', 'Camia Young', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Beijing Books Building,2003,Project,Competition,Retail,True,Eric Chang,Katrin Betschinger,Tiago Branco-Sampaio,George Bucher,Kees van Casteren,Dan Cheong,Hugo Clara,Haiko Cornelissen,Fernando Donis,Keru Feng,Alain Fouraux,Selva Gurdogan,Michelle Liu,Xiaodong Liu,Ellen van Loon,Jeff Ludlow,Miho Mazereeuw,Cristina Cassandra Murphy,Nuno Rosado,Oriol Hostench Ruiz,Hiromasa Shirai,Sebastian Thomas,Gregers Tang Thomsen,Boris Vapne,Finn Williams,Dongmei Yao,Camia Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Donis,Projects-09,18
